811	11	33	TCO	13	80	50	2
812	12	33	TCO	6	80	50	2
813	13	33	TCO	4	80	50	2
814	14	33	TEI	14	100	50	2
815	15	33	TEI	2	100	50	2
816	16	33	TEI	1	100	50	2
817	17	33	DE	4	50	30	1
818	18	33	DE	4	50	30	1
819	19	33	DE	4	50	30	1
820	20	33	DE	4	50	30	1
821	21	33	DE	4	50	30	1
822	22	33	DE	4	50	30	1
823	23	33	DE	4	50	30	1
824	24	33	DE	4	50	30	1
825	25	33	DE	4	50	30	1
826	1	34	OC	3	30	20	1
827	2	34	OC	3	30	20	1
828	3	34	OC	3	30	20	1
829	4	34	OC	3	30	20	1
830	5	34	OC	3	30	20	1
831	6	34	OC	3	30	20	1
832	7	34	OC	3	30	20	1
833	8	34	OC	3	30	20	1
834	9	34	OC	3	30	20	1
835	10	34	TCO	12	80	50	2
836	11	34	TCO	13	80	50	2
837	12	34	TCO	6	80	50	2
838	13	34	TCO	4	80	50	2
839	14	34	TEI	14	100	50	2
840	15	34	TEI	2	100	50	2
841	16	34	TEI	1	100	50	2
842	17	34	DE	4	50	30	1
843	18	34	DE	4	50	30	1
844	19	34	DE	4	50	30	1
845	20	34	DE	4	50	30	1
846	21	34	DE	4	50	30	1
847	22	34	DE	4	50	30	1
848	23	34	DE	4	50	30	1
849	24	34	DE	4	50	30	1
850	25	34	DE	4	50	30	1
851	1	35	OC	3	30	20	1
852	2	35	OC	3	30	20	1
853	3	35	OC	3	30	20	1
854	4	35	OC	3	30	20	1
855	5	35	OC	3	30	20	1
856	6	35	OC	3	30	20	1
857	7	35	OC	3	30	20	1
858	8	35	OC	3	30	20	1
859	9	35	OC	3	30	20	1
860	10	35	TCO	12	80	50	2
861	11	35	TCO	13	80	50	2
862	12	35	TCO	6	80	50	2
863	13	35	TCO	4	80	50	2
864	14	35	TEI	14	100	50	2
865	15	35	TEI	2	100	50	2
866	16	35	TEI	1	100	50	2
867	17	35	DE	4	50	30	1
868	18	35	DE	4	50	30	1
869	19	35	DE	4	50	30	1
870	20	35	DE	4	50	30	1
871	21	35	DE	4	50	30	1
872	22	35	DE	4	50	30	1
873	23	35	DE	4	50	30	1
874	24	35	DE	4	50	30	1
875	25	35	DE	4	50	30	1
876	1	36	OC	3	30	20	1
877	2	36	OC	3	30	20	1
878	3	36	OC	3	30	20	1
879	4	36	OC	3	30	20	1
880	5	36	OC	3	30	20	1
881	6	36	OC	3	30	20	1
882	7	36	OC	3	30	20	1
883	8	36	OC	3	30	20	1
884	9	36	OC	3	30	20	1
885	10	36	TCO	12	80	50	2
886	11	36	TCO	13	80	50	2
887	12	36	TCO	6	80	50	2
888	13	36	TCO	4	80	50	2
889	14	36	TEI	14	100	50	2
890	15	36	TEI	2	100	50	2
891	16	36	TEI	1	100	50	2
892	17	36	DE	4	50	30	1
893	18	36	DE	4	50	30	1
894	19	36	DE	4	50	30	1
895	20	36	DE	4	50	30	1
896	21	36	DE	4	50	30	1
897	22	36	DE	4	50	30	1
898	23	36	DE	4	50	30	1
899	24	36	DE	4	50	30	1
900	25	36	DE	4	50	30	1
901	1	37	OC	3	30	20	1
902	2	37	OC	3	30	20	1
903	3	37	OC	3	30	20	1
904	4	37	OC	3	30	20	1
905	5	37	OC	3	30	20	1
906	6	37	OC	3	30	20	1
907	7	37	OC	3	30	20	1
908	8	37	OC	3	30	20	1
909	9	37	OC	3	30	20	1
910	10	37	TCO	12	80	50	2
911	11	37	TCO	13	80	50	2
912	12	37	TCO	6	80	50	2
913	13	37	TCO	4	80	50	2
914	14	37	TEI	14	100	50	2
915	15	37	TEI	2	100	50	2
916	16	37	TEI	1	100	50	2
917	17	37	DE	4	50	30	1
918	18	37	DE	4	50	30	1
919	19	37	DE	4	50	30	1
920	20	37	DE	4	50	30	1
921	21	37	DE	4	50	30	1
922	22	37	DE	4	50	30	1
923	23	37	DE	4	50	30	1
924	24	37	DE	4	50	30	1
925	25	37	DE	4	50	30	1
926	1	38	OC	3	30	20	1
927	2	38	OC	3	30	20	1
928	3	38	OC	3	30	20	1
929	4	38	OC	3	30	20	1
930	5	38	OC	3	30	20	1
931	6	38	OC	3	30	20	1
932	7	38	OC	3	30	20	1
933	8	38	OC	3	30	20	1
934	9	38	OC	3	30	20	1
935	10	38	TCO	12	80	50	2
936	11	38	TCO	13	80	50	2
937	12	38	TCO	6	80	50	2
938	13	38	TCO	4	80	50	2
939	14	38	TEI	14	100	50	2
940	15	38	TEI	2	100	50	2
941	16	38	TEI	1	100	50	2
942	17	38	DE	4	50	30	1
943	18	38	DE	4	50	30	1
944	19	38	DE	4	50	30	1
945	20	38	DE	4	50	30	1
946	21	38	DE	4	50	30	1
947	22	38	DE	4	50	30	1
948	23	38	DE	4	50	30	1
949	24	38	DE	4	50	30	1
950	25	38	DE	4	50	30	1
951	1	39	OC	3	30	20	1
952	2	39	OC	3	30	20	1
953	3	39	OC	3	30	20	1
954	4	39	OC	3	30	20	1
955	5	39	OC	3	30	20	1
956	6	39	OC	3	30	20	1
957	7	39	OC	3	30	20	1
958	8	39	OC	3	30	20	1
959	9	39	OC	3	30	20	1
960	10	39	TCO	12	80	50	2
961	11	39	TCO	13	80	50	2
962	12	39	TCO	6	80	50	2
963	13	39	TCO	4	80	50	2
964	14	39	TEI	14	100	50	2
965	15	39	TEI	2	100	50	2
966	16	39	TEI	1	100	50	2
967	17	39	DE	4	50	30	1
968	18	39	DE	4	50	30	1
969	19	39	DE	4	50	30	1
970	20	39	DE	4	50	30	1
971	21	39	DE	4	50	30	1
972	22	39	DE	4	50	30	1
973	23	39	DE	4	50	30	1
974	24	39	DE	4	50	30	1
975	25	39	DE	4	50	30	1
976	1	40	OC	3	30	20	1
977	2	40	OC	3	30	20	1
978	3	40	OC	3	30	20	1
979	4	40	OC	3	30	20	1
980	5	40	OC	3	30	20	1
981	6	40	OC	3	30	20	1
982	7	40	OC	3	30	20	1
983	8	40	OC	3	30	20	1
984	9	40	OC	3	30	20	1
985	10	40	TCO	12	80	50	2
986	11	40	TCO	13	80	50	2
987	12	40	TCO	6	80	50	2
988	13	40	TCO	4	80	50	2
989	14	40	TEI	14	100	50	2
990	15	40	TEI	2	100	50	2
991	16	40	TEI	1	100	50	2
992	17	40	DE	4	50	30	1
993	18	40	DE	4	50	30	1
994	19	40	DE	4	50	30	1
995	20	40	DE	4	50	30	1
996	21	40	DE	4	50	30	1
997	22	40	DE	4	50	30	1
998	23	40	DE	4	50	30	1
999	24	40	DE	4	50	30	1
1000	25	40	DE	4	50	30	1
